,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
countyFIPS,0,34001,34003,34005,34007,34009,34011,34013,34015,34017,34019,34021,34023,34025,34027,34029,34031,34033,34035,34037,34039,34041
County Name,Statewide Unallocated,Atlantic County,Bergen County,Burlington County,Camden County,Cape May County,Cumberland County,Essex County,Gloucester County,Hudson County,Hunterdon County,Mercer County,Middlesex County,Monmouth County,Morris County,Ocean County,Passaic County,Salem County,Somerset County,Sussex County,Union County,Warren County
State,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ,NJ
2/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/5/20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/6/20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/7/20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/20,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3/9/20,0,0,7,2,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0
3/10/20,8,0,7,2,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0
3/11/20,8,0,7,2,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0
3/12/20,0,0,13,2,1,0,0,1,0,1,0,0,2,5,1,0,1,0,1,0,1,0
3/13/20,3,0,17,3,1,0,0,5,0,3,0,0,3,7,3,1,2,0,1,0,1,0
3/14/20,0,0,28,3,2,0,0,7,0,5,0,1,10,8,3,1,2,0,1,0,1,0
3/15/20,0,0,29,4,2,0,0,11,0,11,0,1,12,12,4,2,5,0,1,0,4,0
3/16/20,0,0,61,5,3,0,0,20,0,19,1,6,17,14,6,3,8,0,5,0,8,0
3/17/20,17,0,84,5,3,0,0,32,2,24,4,9,22,22,7,4,10,0,7,0,15,0
3/18/20,21,3,114,10,8,0,0,45,2,34,6,15,40,32,19,8,18,0,16,0,26,0
3/19/20,108,3,195,14,11,1,0,63,3,55,8,20,64,43,26,33,38,0,21,2,29,3
3/20/20,94,3,249,17,13,1,1,73,3,66,11,22,76,53,35,49,49,0,28,3,43,3
3/21/20,140,4,363,21,15,2,1,107,6,97,14,30,116,92,64,62,67,0,34,6,81,5
3/22/20,221,5,457,26,22,2,1,172,8,126,16,40,147,158,119,102,95,1,51,12,124,9
3/23/20,419,6,609,40,33,2,1,273,13,190,21,50,210,238,177,144,141,1,67,15,189,12
3/24/20,645,6,701,42,51,3,2,342,19,234,25,58,277,288,204,180,216,1,102,18,246,15
3/25/20,933,9,819,48,61,4,3,381,23,260,25,82,316,313,223,222,255,1,117,27,262,18
3/26/20,933,10,1206,64,73,6,4,609,33,441,39,111,505,501,315,389,399,2,179,49,432,31
3/27/20,1984,14,1505,88,95,7,9,826,40,594,52,131,640,634,391,484,484,3,222,65,519,38
3/28/20,2478,17,1838,115,123,7,11,1086,51,771,61,168,808,781,442,624,608,3,222,65,519,38
3/29/20,3020,24,2169,142,163,9,11,1227,72,974,66,202,938,870,566,759,831,3,295,93,896,56
3/30/20,3847,29,2482,178,200,9,12,1564,89,1314,79,249,1123,1030,720,874,1091,3,349,113,1213,68
3/31/20,3686,31,2909,202,228,12,18,1900,114,1606,97,268,1277,1140,841,1022,1294,12,413,132,1418,76
4/1/20,4512,40,3494,255,289,22,27,2262,149,1910,117,333,1493,1301,942,1209,1494,19,472,158,1661,96
4/2/20,4866,50,4099,294,343,34,31,2617,169,2270,130,386,1766,1458,1082,1371,1750,20,549,179,2010,116
4/3/20,4808,72,4866,367,406,44,36,3067,183,2835,148,484,2125,1743,1298,1685,2216,25,641,210,2487,149
4/4/20,4808,98,5760,469,481,50,40,3584,215,3491,171,586,2578,2065,1618,2003,2856,25,765,236,2916,182
4/5/20,3821,121,6187,547,556,77,54,4082,248,3924,189,654,2950,2354,1800,2177,3227,26,833,267,3216,195
4/6/20,3521,132,6862,646,646,85,64,4493,279,4395,211,740,3263,2545,1956,2374,3756,29,902,292,3685,215
4/7/20,2220,144,7533,733,736,94,71,5078,311,4949,234,837,3717,2770,2239,2641,4101,31,1033,331,4358,255
4/8/20,1362,168,7874,801,838,100,80,5598,340,5437,255,992,4156,3038,2468,2856,4372,36,1189,357,4831,289
4/9/20,1362,191,8343,883,990,109,111,6069,413,5879,286,1161,4628,3248,2645,3093,4690,43,1335,392,5203,319
4/10/20,649,211,8928,954,1072,116,138,6580,447,6411,293,1282,5060,3496,2771,3269,5017,46,1523,413,5575,337
4/11/20,924,230,9362,1031,1180,129,154,7007,487,6851,301,1434,5406,3651,2925,3403,5295,56,1642,456,5865,362
4/12/20,1274,253,9784,1095,1270,145,165,7410,532,7469,314,1567,5693,3785,3099,3554,5590,61,1732,483,6180,395
4/13/20,1274,267,10092,1155,1401,164,187,7634,566,7879,325,1646,5987,3875,3225,3593,5950,66,1809,508,6636,416
4/14/20,1274,284,10426,1207,1477,169,201,8212,587,8242,349,1731,6313,4003,3424,3833,6438,73,1911,535,7265,442
4/15/20,1189,322,10848,1261,1587,178,210,8579,602,8511,356,1856,6576,4122,3525,4016,6750,84,2001,551,7438,468
4/16/20,1048,344,11409,1326,1734,186,223,9084,624,9165,373,2037,6994,4299,3701,4272,7317,95,2103,578,7904,501
4/17/20,1048,370,11863,1366,1807,189,263,9672,664,9636,385,2123,7308,4414,3822,4424,7604,102,2195,591,8429,521
4/18/20,1048,382,12163,1456,1918,199,272,9901,683,9956,391,2215,7624,4528,3984,4548,7936,105,2283,626,8959,543
4/19/20,585,398,12639,1587,2131,206,308,10304,737,10486,407,2395,8017,4669,4136,4648,8288,116,2384,659,9609,592
4/20/20,585,410,13011,1663,2255,212,338,10729,770,11150,419,2591,8346,4787,4236,4868,8479,120,2488,680,9972,613
4/21/20,585,469,13356,1765,2379,217,360,11128,808,11636,422,2753,8767,4947,4435,5036,8941,127,2599,712,10289,642
4/22/20,591,505,13686,1878,2528,227,382,11387,856,12039,434,2845,9047,5086,4556,5234,9392,134,2688,743,10484,689
4/23/20,1108,544,14049,1969,2683,236,424,11811,899,12645,464,2991,9530,5238,4680,5444,9874,164,2798,784,10935,719
4/24/20,1108,566,14363,2054,2750,247,466,12110,923,13011,490,3086,9789,5368,4716,5612,10291,169,2921,795,11208,729
4/25/20,1108,596,14738,2153,2870,261,504,12520,949,13367,505,3245,10075,5521,4821,5811,10738,177,3030,812,11523,750
4/26/20,1108,638,14965,2333,2983,281,520,12863,976,13708,536,3355,10642,5671,4976,5962,11137,181,3144,855,11853,778
4/27/20,1108,749,15104,2407,3124,281,595,13047,1111,13925,564,3433,10767,5759,5030,6024,11349,212,3204,864,12011,810
4/28/20,1108,868,15251,2543,3285,299,659,13190,1179,14309,573,3605,11102,5826,5128,6151,11755,219,3278,882,12188,848
4/29/20,1108,908,15446,2606,3385,305,687,13445,1208,14596,583,3725,11436,5907,5213,6253,12185,227,3372,900,12380,880
4/30/20,1108,964,15610,2690,3519,323,723,13682,1251,14916,603,3937,11715,6033,5287,6375,12449,231,3464,921,12578,903
5/1/20,583,1012,15830,2769,3646,334,746,13994,1282,15148,608,4077,11947,6132,5354,6505,12814,237,3537,936,12779,920
5/2/20,676,1050,15974,2879,3773,337,809,14248,1334,15401,622,4271,12213,6198,5406,6692,13082,261,3605,949,12996,941
5/3/20,641,1075,16185,3043,3973,344,881,14521,1384,15769,661,4504,12597,6290,5517,6871,13364,270,3703,969,13225,957
5/4/20,647,1135,16282,3100,4073,355,940,14621,1433,15881,665,4594,12768,6378,5549,6974,13496,312,3753,979,13357,977
5/5/20,550,1190,16460,3207,4251,369,985,14840,1467,16099,679,4743,13142,6490,5625,7060,13797,347,3820,987,13503,982
5/6/20,550,1246,16520,3235,4307,378,1059,14951,1499,16197,682,4860,13254,6552,5655,7125,13971,353,3860,995,13604,993
5/7/20,552,1302,16609,3367,4479,401,1090,15095,1548,16354,685,4986,13411,6649,5702,7209,14133,358,3914,1006,13781,1004
5/8/20,553,1423,16709,3431,4619,424,1124,15256,1593,16520,701,5111,13617,6752,5767,7277,14280,363,3968,1015,13917,1034
5/9/20,557,1494,16804,3531,4758,442,1245,15365,1631,16675,706,5233,13759,6815,5833,7366,14428,400,3996,1023,13984,1040
5/10/20,591,1510,16929,3574,4870,458,1287,15524,1654,16822,714,5317,13937,6894,5854,7462,14543,411,4054,1026,14057,1044
5/11/20,729,1533,17028,3665,4959,462,1363,15602,1690,16936,723,5393,14036,6988,5876,7569,14645,411,4093,1033,14164,1047
5/12/20,704,1558,17091,3697,5043,471,1427,15658,1710,16975,729,5426,14121,7041,5908,7633,14716,418,4115,1038,14203,1061
5/13/20,662,1584,17080,3726,5099,479,1447,15749,1728,17035,732,5499,14241,7090,5926,7688,14757,428,4127,1041,14306,1066
5/14/20,802,1649,17080,3782,5172,483,1471,15824,1756,17134,764,5612,14332,7164,5954,7742,14887,438,4159,1046,14385,1068
5/15/20,885,1678,17195,3849,5255,487,1488,15953,1788,17237,777,5673,14429,7224,5990,7829,14930,446,4181,1047,14492,1072
5/16/20,996,1716,17246,3875,5381,500,1592,16032,1811,17326,795,5719,14514,7297,6012,7878,15031,457,4212,1053,14569,1077
5/17/20,949,1758,17361,3937,5455,503,1608,16140,1832,17447,808,5825,14668,7339,6036,7913,15205,459,4255,1056,14702,1078
5/18/20,835,1807,17459,3986,5573,506,1679,16600,1907,17574,846,5950,14752,7408,6092,7994,15278,465,4278,1061,14903,1086
5/19/20,778,1838,17518,4000,5644,518,1759,16686,1935,17621,885,6018,14834,7470,6100,8067,15371,470,4312,1063,15031,1091
5/20/20,855,1875,17518,4058,5738,531,1830,16852,1966,17748,920,6162,14954,7541,6139,8165,15426,481,4349,1069,15122,1100
5/21/20,1026,1895,17583,4097,5818,534,1869,16906,2002,17814,925,6205,15057,7637,6155,8214,15497,484,4390,1075,15169,1111
5/22/20,1026,1919,17653,4217,5923,545,1921,17014,2031,17897,938,6295,15165,7695,6171,8285,15604,523,4416,1075,15169,1118
5/23/20,1110,1936,17668,4252,5953,558,1924,17065,2044,17910,938,6351,15215,7720,6192,8316,15610,535,4425,1077,15169,1119
5/24/20,1200,1961,17804,4308,6024,561,1947,17142,2066,17977,960,6413,15351,7800,6207,8372,15686,552,4450,1079,15169,1125
5/25/20,1100,2028,17901,4355,6103,570,1991,17202,2089,18051,966,6491,15437,7865,6259,8430,15774,566,4480,1084,15218,1132
5/26/20,1100,2049,17963,4381,6171,571,2024,17255,2103,18096,967,6544,15499,7911,6279,8462,15826,573,4489,1089,15293,1136
5/27/20,1172,2087,18023,4432,6227,592,2098,17338,2130,18132,973,6592,15547,7961,6289,8514,15873,579,4505,1095,15324,1145
5/28/20,1162,2120,18158,4476,6292,602,2146,17450,2165,18226,974,6670,15633,8012,6354,8577,15959,592,4522,1104,15475,1146
5/29/20,1095,2154,18211,4519,6350,611,2209,17546,2198,18287,981,6775,15734,8100,6367,8627,16045,602,4552,1106,15610,1153
5/30/20,970,2183,18211,4567,6425,615,2259,17594,2217,18343,985,6850,15824,8159,6383,8700,16099,621,4567,1110,15764,1160
5/31/20,84,2214,18272,4627,6510,617,2298,17629,2234,18419,993,6933,15921,8219,6463,8748,16170,634,4583,1110,15821,1160
6/1/20,84,2222,18302,4657,6543,623,2310,17695,2245,18428,996,6961,15977,8249,6506,8770,16200,639,4595,1114,15858,1165
6/2/20,946,2251,18333,4680,6603,628,2345,17752,2262,18455,999,7004,16021,8289,6512,8817,16234,645,4605,1123,15868,1173
6/3/20,854,2284,18376,4700,6645,629,2431,17811,2278,18460,1006,7033,16066,8332,6540,8853,16277,653,4619,1128,15911,1182
